movie_name,ost_name,artist,year,mvdir,mvact,gerne,valence,acousticness,danceability,energy,loudness,tempo
Brahms: The Boy II,Treasured Things,Brett Detar,2020,윌리엄 브렌트 벨,"크리스토퍼 컨버리, 케이티 홈즈, 오웨인 요먼","공포, 미스터리, 스릴러",0.0999,0.995,0.494,0.0264,-30.789,170.15
Downhill,Snow,Volker Bertelmann,2020,"냇 팩슨, 짐 래쉬","줄리아 루이스 드레이퍼스, 윌 페렐","코미디, 드라마",0.327,0.769,0.529,0.36,-12.154,115.6
Enola Holmes,Enola Holmes (Wild Child),Daniel Pemberton,2020,해리 브래드비어,"밀리 바비 브라운, 헨리 카빌, 데이빗 듈리스, 루이스 패트리지, 수잔 워코마, 아딜 악타르, 샤론 던컨 브루스터, 헬레나 본햄 카터","미스터리, 액션, 모험, 드라마",0.134,0.691,0.362,0.394,-12.429,77.518
Enola Holmes,London Arrival,Daniel Pemberton,2020,해리 브래드비어,"밀리 바비 브라운, 헨리 카빌, 데이빗 듈리스, 루이스 패트리지, 수잔 워코마, 아딜 악타르, 샤론 던컨 브루스터, 헬레나 본햄 카터","미스터리, 액션, 모험, 드라마",0.796,0.774,0.724,0.622,-10.78,125.963
Extraction,Prelude,Henry Jackman,2020,샘 하그레이브,"크리스 헴스워스, 루드락 자스왈","액션, 드라마",0.0505,0.939,0.215,0.0607,-24.786,79.058
Extraction,Ovi,Henry Jackman,2020,샘 하그레이브,"크리스 헴스워스, 루드락 자스왈","액션, 드라마",0.0328,0.949,0.264,0.0414,-29.152,68.019
Extraction,Solitare Suite,Henry Jackman,2020,샘 하그레이브,"크리스 헴스워스, 루드락 자스왈","액션, 드라마",0.0345,0.86,0.0671,0.0246,-27.868,71.137
Fantasy Island,Arrival,Bear McCreary,2020,제프 와드로,"마이클 페나, 매기 큐, 루시 헤일, 오스틴 스토웰, 포샤 더블데이","모험, 코미디, 공포",0.0374,0.316,0.214,0.184,-18.696,135.015
Ghost of war,In the Dark,Michael Suby,2020,에릭 브레스,"브렌튼 스웨이츠, 테오 로시, 스카이라 애스틴, 카일 갈너, 앨런 리치슨, 빌리 제인","미스터리, 공포, 스릴러",0.0384,0.965,0.258,0.0541,-24.366,68.882
Ghost of war,Let's Move Out,Michael Suby,2020,에릭 브레스,"브렌튼 스웨이츠, 테오 로시, 스카이라 애스틴, 카일 갈너, 앨런 리치슨, 빌리 제인","미스터리, 공포, 스릴러",0.0372,0.804,0.171,0.171,-24.149,65.99
Greenland,Imperfect Lives,David Buckley,2020,릭 로먼 워,"제라드 버틀러, 모레나 바카린","액션, 스릴러",0.0394,0.983,0.164,0.0864,-22.886,91.432
Greenland,Brave New World,David Buckley,2020,릭 로먼 워,"제라드 버틀러, 모레나 바카린","액션, 스릴러",0.0386,0.609,0.204,0.374,-13.726,91.857
Greyhound,First Crossing,Blake Neely,2020,아론 슈나이더,"톰 행크스, 엘리자베스 슈, 칼 글루스맨","드라마, 전쟁, 액션",0.0366,0.139,0.0878,0.135,-24.112,62.223
Greyhound,But At What Cost?,Blake Neely,2020,아론 슈나이더,"톰 행크스, 엘리자베스 슈, 칼 글루스맨","드라마, 전쟁, 액션",0.0383,0.366,0.0788,0.243,-14.753,74.953
Guns Akimbo,Enter The Ride,Enis Rotthoff,2020,제이슨 레이 하우덴,"다니엘 래드클리프, 사마라 위빙, 네드 데네히, 나타샤 류 보르디초",액션,0.84,0.0166,0.664,0.731,-8,128.048
Guns Akimbo,Running Man,Enis Rotthoff,2020,제이슨 레이 하우덴,"다니엘 래드클리프, 사마라 위빙, 네드 데네히, 나타샤 류 보르디초",액션,0.136,0.843,0.497,0.43,-19.371,128.024
Honest Thief,Main Titles,Mark Isham,2020,마크 윌리엄스,리암 니슨,"액션, 범죄, 드라마",0.101,0.671,0.439,0.462,-16.555,156.118
Honest Thief,The Precise Man,Mark Isham,2020,마크 윌리엄스,리암 니슨,"액션, 범죄, 드라마",0.0321,0.969,0.194,0.0526,-21.647,77.815
I Still Believe,I Still Believe (feat. KJ Apa),Cast Of I Still Believe,2020,"앤드류 어윈, 존 어윈","브릿 로버트슨, K.J. 아파","드라마, 멜로/로맨스",0.103,0.0311,0.46,0.27,-9.902,139.812
I Still Believe,This Man (feat. KJ Apa),Cast Of I Still Believe,2020,"앤드류 어윈, 존 어윈","브릿 로버트슨, K.J. 아파","드라마, 멜로/로맨스",0.19,0.276,0.427,0.433,-9.712,71.95
I Still Believe,Right Here (feat. KJ Apa),Cast Of I Still Believe,2020,"앤드류 어윈, 존 어윈","브릿 로버트슨, K.J. 아파","드라마, 멜로/로맨스",0.17,0.9,0.491,0.354,-10.478,71.999
Military Wives,Home Thoughts From Abroad,"Military Wives Choirs, The Cast of Military Wives",2020,피터 카타네오,"크리스틴 스콧 토마스, 샤론 호갠, 제이슨 플레밍",드라마,0.0927,0.903,0.256,0.273,-11.224,133.157
Military Wives,Only You,Military Wives Choirs,2020,피터 카타네오,"크리스틴 스콧 토마스, 샤론 호갠, 제이슨 플레밍",드라마,0.811,0.99,0.649,0.147,-15.426,96.958
Mulan,Reflection,Coco Lee,2020,니키 카로,유역비,"모험, 드라마, 가족",0.168,0.603,0.383,0.485,-9.111,96.033
Mulan,Loyal Brave True,Christina Aguilera,2020,니키 카로,유역비,"모험, 드라마, 가족",0.506,0.603,0.59,0.388,-9.288,142.961
Mulan,Ancestors,Harry Gregson,2020,니키 카로,유역비,"모험, 드라마, 가족",0.069,0.373,0.201,0.205,-18.561,146.775
My Spy,Boys Next Door,Dominic Lewis,2020,피터 시걸,"데이브 바티스타, 클로에 콜맨","액션, 코미디",0.0858,0.227,0.35,0.377,-14.729,120.012
My Spy,My Spy,Dominic Lewis,2020,피터 시걸,"데이브 바티스타, 클로에 콜맨","액션, 코미디",0.238,0.0083,0.189,0.767,-12.74,190.149
Onward,Carried Me With You,Brandi Carlile,2020,댄 스캔론,"톰 홀랜드, 크리스 프랫, 줄리아 루이스 드레이퍼스","판타지, 모험",0.372,0.271,0.639,0.666,-7.775,98.384
Onward,Dad,"Mychael Danna, Jeff Danna",2020,댄 스캔론,"톰 홀랜드, 크리스 프랫, 줄리아 루이스 드레이퍼스","판타지, 모험",0.0363,0.94,0.192,0.198,-13.976,97.627
Onward,Magic Returns,"Mychael Danna, Jeff Danna",2020,댄 스캔론,"톰 홀랜드, 크리스 프랫, 줄리아 루이스 드레이퍼스","판타지, 모험",0.594,0.0281,0.519,0.599,-11.499,160.071
Project Power,My Power,CHIKA,2020,"헨리 유스트, 아리엘 슐만","조셉 고든 레빗, 제이미 폭스, 도미닉 피시백","액션, 범죄, 모험",0.655,0.367,0.795,0.616,-4.013,95.091
Scoob!,Scooby,Tom Holkenborg,2020,토니 서본,"마크 월버그, 잭 에프론, 아만다 사이프리드, 지나 로드리게즈, 프랭크 웰커","애니메이션, 모험, 코미디",emt,emt,emt,emt,emt,emt
Scoob!,Noble Sacrifice,Tom Holkenborg,2020,토니 서본,"마크 월버그, 잭 에프론, 아만다 사이프리드, 지나 로드리게즈, 프랭크 웰커","애니메이션, 모험, 코미디",emt,emt,emt,emt,emt,emt
Sonic The Hedgehog,Meet Sonic (Before We Start I Gotta Tell You This),Tom Holkenborg,2020,제프 파울러,"제임스 마스던, 짐 캐리, 벤 슈와츠, 이드리스 엘바, 티카 섬터, 콜린 오슐그네시","애니메이션, 액션, 모험, 코미디, 가족, 판타지, SF",emt,emt,emt,emt,emt,emt
Sonic The Hedgehog,Sonic the Hedgehog,Tom Holkenborg,2020,제프 파울러,"제임스 마스던, 짐 캐리, 벤 슈와츠, 이드리스 엘바, 티카 섬터, 콜린 오슐그네시","애니메이션, 액션, 모험, 코미디, 가족, 판타지, SF",emt,emt,emt,emt,emt,emt
Star Wars: The Rise of Skywalker,Fanfare and Prologue,John Williams,2020,J.J. 에이브럼스,"존 보예가, 데이지 리들리, 아담 드라이버, 오스카 아이삭","액션, 모험, 판타지, SF",0.0399,0.352,0.0783,0.276,-13.502,81.606
Star Wars: The Rise of Skywalker,The Rise of Skywalker,John Williams,2020,J.J. 에이브럼스,"존 보예가, 데이지 리들리, 아담 드라이버, 오스카 아이삭","액션, 모험, 판타지, SF",0.038,0.927,0.17,0.152,-17.539,82.245
Star Wars: The Rise of Skywalker,Finale,John Williams,2020,J.J. 에이브럼스,"존 보예가, 데이지 리들리, 아담 드라이버, 오스카 아이삭","액션, 모험, 판타지, SF",0.0701,0.695,0.128,0.374,-11.184,59.032
Tenet,THE PLAN,Travis Scott,2020,크리스토퍼 놀란,"로버트 패틴슨, 엘리자베스 데비키, 존 데이비드 워싱턴","액션, SF",0.0363,0.0922,0.433,0.443,-10.568,79.903
Tenet,RAINY NIGHT IN TALLINN,Ludwig Goransson,2020,크리스토퍼 놀란,"로버트 패틴슨, 엘리자베스 데비키, 존 데이비드 워싱턴","액션, SF",0.0354,0.109,0.339,0.633,-12.328,130.012
Tenet,FREEPORT,Ludwig Goransson,2020,크리스토퍼 놀란,"로버트 패틴슨, 엘리자베스 데비키, 존 데이비드 워싱턴","액션, SF",0.0388,0.722,0.599,0.509,-17.509,120.03
The Broken Hearts Gallery,The Broken Hearts Gallery,Genevieve Vincent,2020,나탈리 크린스키,"제랄딘 비스와나탄, 데이커 몽고메리","코미디, 멜로/로맨스",0.516,0.671,0.631,0.333,-13.78,100.065
The Broken Hearts Gallery,We're In Business,Genevieve Vincent,2020,나탈리 크린스키,"제랄딘 비스와나탄, 데이커 몽고메리","코미디, 멜로/로맨스",0.105,0.535,0.696,0.321,-13.939,100.075
The Call of the Wild,Wake the Girls,John Powell,2020,크리스 샌더스,해리슨 포드,"모험, 드라마, 가족",0.345,0.393,0.311,0.346,-12.767,131.786
The Call of the Wild,The Call of the Wild,John Powell,2020,크리스 샌더스,해리슨 포드,"모험, 드라마, 가족",0.101,0.754,0.306,0.437,-13.512,87.423
The Devil All the Time,Washed In The Blood,"Pokey LaFarge, Harry Melling",2020,안토니오 캠포스,"로버트 패틴슨, 세바스찬 스탠, 톰 홀랜드, 빌 스카스가드, 엘리자 스캔런","범죄, 스릴러, 드라마",0.827,0.863,0.707,0.186,-12.524,175.816
The Devil All the Time,Backwards & Forwards,"Saunder Jurriaans, Danny Bensi",2020,안토니오 캠포스,"로버트 패틴슨, 세바스찬 스탠, 톰 홀랜드, 빌 스카스가드, 엘리자 스캔런","범죄, 스릴러, 드라마",0.0615,0.791,0.0793,0.0109,-18.491,79.69
The Eight Hundred,When I Turn To Dust,Andrew Kawczynski,2020,관후,"왕첸웬(양과이), 어우 하오(두안우), 두순(쎄진위안)","전쟁, 액션",0.0316,0.693,0.171,0.185,-16.918,78.634
The Eight Hundred,Remembering (International Version),"Andrea Bocelli, 那英(Na Ying)",2020,관후,"왕첸웬(양과이), 어우 하오(두안우), 두순(쎄진위안)","전쟁, 액션",0.104,0.874,0.161,0.335,-8.771,87.974
The Empty Man,In Hidden Mountains,Lustmord,2020,데이빗 프라이어,"제임스 뱃지 데일, 마린 아일랜드, 스티븐 루트, 사샤 프롤로바","공포, 미스터리",0.0572,0.676,0.0753,0.162,-26.837,80.419
The Empty Man,In the Heart of a Broken Man,Christopher Young,2020,데이빗 프라이어,"제임스 뱃지 데일, 마린 아일랜드, 스티븐 루트, 사샤 프롤로바","공포, 미스터리",0.0411,0.812,0.643,0.0648,-27.37,114.61
The Last Full Measure,A1C PJ Pitsenbarger (Main Theme),Philip Klein,2020,토드 로빈슨,"세바스찬 스탠, 크리스토퍼 플러머, 윌리엄 허트, 사무엘 L. 잭슨","드라마, 전쟁",0.0334,0.758,0.238,0.215,-16.277,65.893
The Last Full Measure,"These Things We Do, That Others May Live (End Credits)",Philip Klein,2020,토드 로빈슨,"세바스찬 스탠, 크리스토퍼 플러머, 윌리엄 허트, 사무엘 L. 잭슨","드라마, 전쟁",0.0331,0.981,0.0897,0.0861,-19.358,85.75
The New Mutants,No Way Out,Mark Snow,2020,조쉬 분,"안야 테일러 조이, 메이지 윌리암스, 찰리 히튼, 헨리 자가, 블루 헌트, 앨리스 브라가","액션, 공포, SF",0.0338,0.861,0.166,0.0772,-25.788,85.048
The New Mutants,Control/Time to Sleep,Mark Snow,2020,조쉬 분,"안야 테일러 조이, 메이지 윌리암스, 찰리 히튼, 헨리 자가, 블루 헌트, 앨리스 브라가","액션, 공포, SF",0.0312,0.957,0.164,0.0569,-22.284,109.384
The Old Guard,The Old Guard,"Dustin O'Halloran, Volker Bertelmann",2020,지나 프린스-바이스우드,"샤를리즈 테론, 치웨텔 에지오포, 마티아스 쇼에나에츠, 해리 멜링, 마르완 켄자리, 키키 레인, 루카 마리넬리, 베로니카 은고","액션, 판타지",0.0392,0.674,0.271,0.4,-19.445,125.728
The Old Guard,Hotel,"Dustin O'Halloran, Volker Bertelmann",2020,지나 프린스-바이스우드,"샤를리즈 테론, 치웨텔 에지오포, 마티아스 쇼에나에츠, 해리 멜링, 마르완 켄자리, 키키 레인, 루카 마리넬리, 베로니카 은고","액션, 판타지",0.0323,0.537,0.486,0.301,-19.201,135.025
The Old Guard,You Are Going To Help Us,"Dustin O'Halloran, Volker Bertelmann",2020,지나 프린스-바이스우드,"샤를리즈 테론, 치웨텔 에지오포, 마티아스 쇼에나에츠, 해리 멜링, 마르완 켄자리, 키키 레인, 루카 마리넬리, 베로니카 은고","액션, 판타지",0.0489,0.795,0.405,0.366,-18.839,135.039
The Prom,Changing Lives,"Meryl Streep, James Corden, The Prom Ensemble",2020,라이언 머피,"니콜 키드먼, 메릴 스트립, 케리 워싱턴, 제임스 코든","코미디, 드라마, 뮤지컬",0.689,0.194,0.606,0.804,-6.237,142.098
The Prom,The Lady's Improving,Meryl Streep,2020,라이언 머피,"니콜 키드먼, 메릴 스트립, 케리 워싱턴, 제임스 코든","코미디, 드라마, 뮤지컬",0.512,0.554,0.376,0.536,-6.26,171.897
The Prom,Michael Key,"Jo Ellen Pellman, Ariana DeBose, Meryl Streep, James Corden, Andrew Rannells, Nicole Kidman, Kevin Chamberlin, Keegan",2020,라이언 머피,"니콜 키드먼, 메릴 스트립, 케리 워싱턴, 제임스 코든","코미디, 드라마, 뮤지컬",emt,emt,emt,emt,emt,emt
The Prom,Wear Your Crown,"Meryl Streep, Ariana DeBose, Jo Ellen Pellman, Kerry Washington, Nicole Kidman",2020,라이언 머피,"니콜 키드먼, 메릴 스트립, 케리 워싱턴, 제임스 코든","코미디, 드라마, 뮤지컬",0.94,0.0207,0.721,0.909,-6.011,103.063
The Rental,Peace and Love,"Danny Bensi, Saunder Jurriaans",2020,데이브 프랭코,"댄 스티븐스, 알리슨 브리, 세일라 밴드, 제레미 앨런 화이트","공포, 스릴러",0.0376,0.888,0.193,0.207,-24.159,159.898
The Rhythm Section,Willpower,Steve Mazzaro,2020,리드 모라노,"블레이크 라이블리, 주드 로, 맥스 카셀라","액션, 미스터리, 드라마",0.0316,0.422,0.345,0.833,-9.102,139.957
The Rhythm Section,Journey,Steve Mazzaro,2020,리드 모라노,"블레이크 라이블리, 주드 로, 맥스 카셀라","액션, 미스터리, 드라마",0.0314,0.786,0.303,0.338,-10.457,108.025
The Trial of the Chicago 7,We're Going To Chicago,Daniel Pemberton,2020,아론 소킨,"야히아 압둘 마틴 2세, 조셉 고든 레빗, 제레미 스트롱, 에디 레드메인","드라마, 스릴러",0.729,0.00149,0.577,0.909,-6.989,161.976
The Trial of the Chicago 7,Take The Hill (Hear My Screams),Celeste,2020,아론 소킨,"야히아 압둘 마틴 2세, 조셉 고든 레빗, 제레미 스트롱, 에디 레드메인","드라마, 스릴러",0.0359,3.11E-05,0.39,0.785,-8.587,139.946
The Turning,kate's not here,"girl in red, The Turning",2020,플로리아 시지스몬디,"맥켄지 데이비스, 핀 울프하드, 브루클린 프린스, 바바라 마튼","공포, 미스터리",0.58,0.0345,0.518,0.612,-6.015,147.94
The Turning,"SkindeepSkyhighHeartwide (feat. Pale Waves, The Turning)",Lawrence Rothman,2020,플로리아 시지스몬디,"맥켄지 데이비스, 핀 울프하드, 브루클린 프린스, 바바라 마튼","공포, 미스터리",0.349,0.019,0.545,0.635,-6.57,117.038
The War with Grandpa,BIRTHDAY PARTY,Aaron Zigman,2020,팀 힐,"로버트 드 니로, 우마 서먼, 오크스 페글리, 롭 리글, 제인 세이모어, 크리스토퍼 월켄",코미디,0.0412,0.944,0.373,0.0255,-21.724,122.124
The War with Grandpa,FISHING,Aaron Zigman,2020,팀 힐,"로버트 드 니로, 우마 서먼, 오크스 페글리, 롭 리글, 제인 세이모어, 크리스토퍼 월켄",코미디,0.359,0.734,0.577,0.241,-18.191,125.802
The Way Back,The Way Back Main Title,Rob Simonsen,2020,게빈 오코너,벤 애플렉,드라마,0.0465,0.885,0.229,0.0245,-30.585,70.668
The Way Back,Finding the Way Back,Rob Simonsen,2020,게빈 오코너,벤 애플렉,드라마,0.157,0.741,0.579,0.574,-13.318,90.006
The Witches,Witches Are Real,Alan Silvestri,2020,로버트 저메키스,"앤 해서웨이, 옥타비아 스펜서","모험, 코미디, 가족",0.153,0.779,0.494,0.367,-15.445,142.686
The Witches,What You Saw,Alan Silvestri,2020,로버트 저메키스,"앤 해서웨이, 옥타비아 스펜서","모험, 코미디, 가족",0.0394,0.62,0.0877,0.14,-18.006,68.017
The Witches,End Credits (The Witches),Alan Silvestri,2020,로버트 저메키스,"앤 해서웨이, 옥타비아 스펜서","모험, 코미디, 가족",0.194,0.853,0.309,0.42,-12.248,142.637
To All the Boys: P.S. I Still Love You,I Can’t Believe곡정보,CYN,2020,마이클 피모그나리,"라나 콘도르, 노아 센티네오","드라마, 멜로/로맨스",0.883,0.0105,0.479,0.796,-4.745,119.098
To All the Boys: P.S. I Still Love You,About Love,MARINA,2020,마이클 피모그나리,"라나 콘도르, 노아 센티네오","드라마, 멜로/로맨스",0.281,0.331,0.636,0.758,-5.567,97.025
To All the Boys: P.S. I Still Love You,Crashing (feat. Bahari),Illenium,2020,마이클 피모그나리,"라나 콘도르, 노아 센티네오","드라마, 멜로/로맨스",0.273,0.342,0.582,0.681,-6.138,95.995
Trolls World Tour,The Other Side,"SZA, Justin Timberlake",2020,"월트 도른, 데이빗 P. 스미스","안나 켄드릭, 저스틴 팀버레이크","애니메이션, 모험, 코미디, 가족, 판타지, 뮤지컬",0.709,0.00277,0.76,0.607,-6.274,105.979
Trolls World Tour,Don't Slack,"Anderson.Paak, Justin Timberlake",2020,"월트 도른, 데이빗 P. 스미스","안나 켄드릭, 저스틴 팀버레이크","애니메이션, 모험, 코미디, 가족, 판타지, 뮤지컬",0.8,0.0842,0.618,0.837,-5.574,168.114
Trolls World Tour,Just Sing,"Justin Timberlake, Anna Kendrick, Kelly Clarkson, Mary J. Blige, Anderson.Paak, Kenan Thompson",2020,"월트 도른, 데이빗 P. 스미스","안나 켄드릭, 저스틴 팀버레이크","애니메이션, 모험, 코미디, 가족, 판타지, 뮤지컬",0.783,0.101,0.747,0.612,-5.658,106.114
Trolls World Tour,Trolls Wanna Have Good Times (feat. Icona Pop),"Anna Kendrick, Justin Timberlake, James Corden, Esther Dean, Kenan Thompson, Pop Trolls",2020,"월트 도른, 데이빗 P. 스미스","안나 켄드릭, 저스틴 팀버레이크","애니메이션, 모험, 코미디, 가족, 판타지, 뮤지컬",0.415,0.00291,0.696,0.632,-4.368,119.421
Underwater,The Bends,"Marco Beltrami, Brandon Roberts",2020,윌리엄 유뱅크,"제시카 헨윅, 크리스틴 스튜어트, T.J. 밀러, 뱅상 카셀, 존 갤러거 주니어",스릴러,0.0266,0.242,0.152,0.268,-13.008,87.411
Underwater,Behemouth,"Marco Beltrami, Brandon Roberts",2020,윌리엄 유뱅크,"제시카 헨윅, 크리스틴 스튜어트, T.J. 밀러, 뱅상 카셀, 존 갤러거 주니어",스릴러,0.035,0.799,0.22,0.232,-17.523,117.913
21 Bridges,Chinatown,Henry Jackman,2019,브라이언 커크,"채드윅 보스만, J.K. 시몬스, 시에나 밀러, 테일러 키취","범죄, 드라마, 스릴러",0.0364,0.833,0.147,0.0169,-27.035,82.319
47 Meters Down: Uncaged,Opening,Tomandandy,2019,조하네스 로버츠,"소피 넬리스, 시스틴 로즈 스탤론","공포, 스릴러",0.0299,0.866,0.192,0.04,-26.208,68.41
